protocol,hostname,topLevelDomain,primaryDomain,path,query,noOfQuery,ipaddress,hostnameLength,topLevelDomainLength,primaryDomainLength,pathLength,containsIp,no_of_dots,length_of_url,domainToken,pathToken,token_count,avg_token_length,path_token_count,avg_path_token,domain_token_count,largest_domain,avg_domain_token,malicious
http,1roof.ltd.uk,ltd.uk,1roof.ltd.uk,,,0,77.92.74.1,12,6,12,0,0,2,19,"1roof,ltd,uk",,3,3.3333333333333335,0,0,3,5,3.3333333333333335,0
http,1roof.ltd.uk,ltd.uk,1roof.ltd.uk,,,0,2013hacks.com,12,6,12,0,1,1,20,"1roof,ltd,uk",,0,0,0,0,0,0,0,0
http,1roof.ltd.uk,ltd.uk,1roof.ltd.uk,,,0,21765.xc.iziyo.com,12,6,12,0,1,3,25,"1roof,ltd,uk",,0,0,0,0,0,0,0,0
http,1roof.ltd.uk,ltd.uk,1roof.ltd.uk,,,0,23600.mydown.snwxn.com,12,6,12,0,1,3,29,"1roof,ltd,uk",,0,0,0,0,0,0,0,0
http,24check4updates.yourhubwebsite4contentfree.icu,icu,yourhubwebsite4contentfree.icu,,,0,23600.mydown.snwxn.com,46,3,30,0,0,2,53,"24check4updates,yourhubwebsite4contentfree,icu",,3,14.666666666666666,0,0,3,26,14.666666666666666,0
http,24pccheck.yourreadyforsafestub.icu,icu,yourreadyforsafestub.icu,,,0,23600.mydown.snwxn.com,34,3,24,0,0,2,41,"24pccheck,yourreadyforsafestub,icu",,3,10.666666666666666,0,0,3,20,10.666666666666666,0
http,24upgradecheck.thesetforsafestub.xyz,xyz,thesetforsafestub.xyz,,,0,23600.mydown.snwxn.com,36,3,21,0,0,2,43,"24upgradecheck,thesetforsafestub,xyz",,3,11.333333333333334,0,0,3,17,11.333333333333334,0
http,24upgradecheck.thesetforsafestub.xyz,xyz,thesetforsafestub.xyz,,,0,27119.xc.wenpie.com,36,3,21,0,1,3,26,"24upgradecheck,thesetforsafestub,xyz",,0,0,0,0,0,0,0,0
http,24upgradecheck.thesetforsafestub.xyz,xyz,thesetforsafestub.xyz,,,0,27607.xc.wenpie.com,36,3,21,0,1,3,26,"24upgradecheck,thesetforsafestub,xyz",,0,0,0,0,0,0,0,0
http,24upgradecheck.thesetforsafestub.xyz,xyz,thesetforsafestub.xyz,,,0,2k7iul-1t092v.stream,36,3,21,0,1,1,27,"24upgradecheck,thesetforsafestub,xyz",,0,0,0,0,0,0,0,0
http,2wapworld.tk,tk,2wapworld.tk,,,0,195.20.42.14,12,2,12,0,0,1,19,"2wapworld,tk",,2,5.5,0,0,2,9,5.5,0
http,2wapworld.tk,tk,2wapworld.tk,,,0,343.48701268.mydealhero.com,12,2,12,0,1,3,34,"2wapworld,tk",,0,0,0,0,0,0,0,0
http,3asfh.net,net,3asfh.net,,,0,103.224.182.251,9,3,9,0,0,1,16,"3asfh,net",,2,4.0,0,0,2,5,4.0,0
http,3overpar.com,com,3overpar.com,,,0,98.124.251.167,12,3,12,0,0,1,19,"3overpar,com",,2,5.5,0,0,2,8,5.5,0
http,3overpar.com,com,3overpar.com,,,0,41230011.net,12,3,12,0,1,1,19,"3overpar,com",,0,0,0,0,0,0,0,0
http,3overpar.com,com,3overpar.com,,,0,4931849281303.usercash.com,12,3,12,0,1,2,33,"3overpar,com",,0,0,0,0,0,0,0,0
http,3overpar.com,com,3overpar.com,,,0,4pqp8bj9q0.top,12,3,12,0,1,1,21,"3overpar,com",,0,0,0,0,0,0,0,0
http,3overpar.com,com,3overpar.com,,,0,538b849f5eb535dece0249cab7cf1b52.org,12,3,12,0,1,1,43,"3overpar,com",,0,0,0,0,0,0,0,0
http,5bh2il.top,top,5bh2il.top,,,0,538b849f5eb535dece0249cab7cf1b52.org,10,3,10,0,0,1,17,"5bh2il,top",,2,4.5,0,0,2,6,4.5,0
http,5bh2il.top,top,5bh2il.top,,,0,617pg.com,10,3,10,0,1,1,16,"5bh2il,top",,0,0,0,0,0,0,0,0
http,5bh2il.top,top,5bh2il.top,,,0,6e6f-a4f7-216a-1348.reporo.net,10,3,10,0,1,2,37,"5bh2il,top",,0,0,0,0,0,0,0,0
http,72typo.top,top,72typo.top,,,0,6e6f-a4f7-216a-1348.reporo.net,10,3,10,0,0,1,17,"72typo,top",,2,4.5,0,0,2,6,4.5,0
http,7bwh.com,com,7bwh.com,,,0,150.109.33.28,8,3,8,0,0,1,15,"7bwh,com",,2,3.5,0,0,2,4,3.5,0
http,8.spypanel.beget.tech,tech,beget.tech,,,0,150.109.33.28,21,4,10,0,0,3,28,"8,spypanel,beget,tech",,4,4.5,0,0,4,8,4.5,0
http,8.spypanel.beget.tech,tech,beget.tech,,,0,88118525.xpg.com.br,21,4,10,0,1,3,26,"8,spypanel,beget,tech",,0,0,0,0,0,0,0,0
http,8vs.com,com,8vs.com,,,0,192.126.112.35,7,3,7,0,0,1,14,"8vs,com",,2,3.0,0,0,2,3,3.0,0
http,8vs.com,com,8vs.com,,,0,9716714417096.usercash.com,7,3,7,0,1,2,33,"8vs,com",,0,0,0,0,0,0,0,0
http,9jarloaded.tk,tk,9jarloaded.tk,,,0,195.20.40.49,13,2,13,0,0,1,20,"9jarloaded,tk",,2,6.0,0,0,2,10,6.0,0
http,a-we.com,com,a-we.com,,,0,13.231.53.239,8,3,8,0,0,1,15,"a-we,com",,2,3.5,0,0,2,4,3.5,0
http,a-we.com,com,a-we.com,,,0,a0z2wsu1xo.neliver.com,8,3,8,0,1,2,29,"a-we,com",,0,0,0,0,0,0,0,0
http,a4zykzdcmb.neliver.com,com,neliver.com,,,0,a0z2wsu1xo.neliver.com,22,3,11,0,0,2,29,"a4zykzdcmb,neliver,com",,3,6.666666666666667,0,0,3,10,6.666666666666667,0
http,aa21.info,info,aa21.info,,,0,198.200.35.111,9,4,9,0,0,1,16,"aa21,info",,2,4.0,0,0,2,4,4.0,0
http,aanima.com.br,com.br,aanima.com.br,,,0,191.252.134.32,13,6,13,0,0,2,20,"aanima,com,br",,3,3.6666666666666665,0,0,3,6,3.6666666666666665,0
http,abandonedplanet.ca,ca,abandonedplanet.ca,,,0,104.27.165.64,18,2,18,0,0,1,25,"abandonedplanet,ca",,2,8.5,0,0,2,15,8.5,0
http,abevybqn.info,info,abevybqn.info,,,0,104.27.165.64,13,4,13,0,0,1,20,"abevybqn,info",,2,6.0,0,0,2,8,6.0,0
http,aboutestateplanning.com,com,aboutestateplanning.com,,,0,69.163.170.169,23,3,23,0,0,1,30,"aboutestateplanning,com",,2,11.0,0,0,2,19,11.0,0
http,abzq4hg21n.neliver.com,com,neliver.com,,,0,69.163.170.169,22,3,11,0,0,2,29,"abzq4hg21n,neliver,com",,3,6.666666666666667,0,0,3,10,6.666666666666667,0
http,accesseducationllc.com,com,accesseducationllc.com,,,0,104.31.72.68,22,3,22,0,0,1,29,"accesseducationllc,com",,2,10.5,0,0,2,18,10.5,0
http,acelleration.com,com,acelleration.com,,,0,104.31.72.68,16,3,16,0,0,1,23,"acelleration,com",,2,7.5,0,0,2,12,7.5,0
http,acman.us,us,acman.us,,,0,184.168.221.65,8,2,8,0,0,1,15,"acman,us",,2,3.5,0,0,2,5,3.5,0
http,actinomyces.us,us,actinomyces.us,,,0,38.75.137.163,14,2,14,0,0,1,21,"actinomyces,us",,2,6.5,0,0,2,11,6.5,0
http,acupoint.us,us,acupoint.us,,,0,38.75.137.163,11,2,11,0,0,1,18,"acupoint,us",,2,5.0,0,0,2,8,5.0,0
http,adbm.co.uk,co.uk,adbm.co.uk,,,0,38.75.137.163,10,5,10,0,0,2,17,"adbm,co,uk",,3,2.6666666666666665,0,0,3,4,2.6666666666666665,0
http,adestudio.w8w.pl,pl,w8w.pl,,,0,109.95.157.49,16,2,6,0,0,2,23,"adestudio,w8w,pl",,3,4.666666666666667,0,0,3,9,4.666666666666667,0
http,admin.iotbaseball.com,com,iotbaseball.com,,,0,109.95.157.49,21,3,15,0,0,2,28,"admin,iotbaseball,com",,3,6.333333333333333,0,0,3,11,6.333333333333333,0
http,adoption.tcs.org.sg,org.sg,tcs.org.sg,,,0,109.95.157.49,19,6,10,0,0,3,26,"adoption,tcs,org,sg",,4,4.0,0,0,4,8,4.0,0
http,adskating.in,in,adskating.in,,,0,108.170.7.27,12,2,12,0,0,1,19,"adskating,in",,2,5.5,0,0,2,9,5.5,0
http,adskating.in,in,adskating.in,,,0,adulttheater5.a0001.net,12,2,12,0,1,2,30,"adskating,in",,0,0,0,0,0,0,0,0
http,adx.starnewsonline.com,com,starnewsonline.com,,,0,52.71.208.251,22,3,18,0,0,2,29,"adx,starnewsonline,com",,3,6.666666666666667,0,0,3,14,6.666666666666667,0
http,aerocity.co.in,co.in,aerocity.co.in,,,0,209.205.123.174,14,5,14,0,0,2,21,"aerocity,co,in",,3,4.0,0,0,3,8,4.0,0
http,afan.xin,xin,afan.xin,,,0,47.89.21.214,8,3,8,0,0,1,15,"afan,xin",,2,3.5,0,0,2,4,3.5,0
http,afon.constructdigital.net,net,constructdigital.net,,,0,106.187.39.184,25,3,20,0,0,2,32,"afon,constructdigital,net",,3,7.666666666666667,0,0,3,16,7.666666666666667,0
http,agakasperska.pl,pl,agakasperska.pl,,,0,185.135.91.124,15,2,15,0,0,1,22,"agakasperska,pl",,2,7.0,0,0,2,12,7.0,0
http,agiamfoundation.org,org,agiamfoundation.org,,,0,109.199.96.101,19,3,19,0,0,1,26,"agiamfoundation,org",,2,9.0,0,0,2,15,9.0,0
http,ah.download.cycore.cn,cn,cycore.cn,,,0,114.80.187.101,21,2,9,0,0,3,28,"ah,download,cycore,cn",,4,4.5,0,0,4,8,4.5,0
http,ahsmgbooss.neliver.com,com,neliver.com,,,0,114.80.187.101,22,3,11,0,0,2,29,"ahsmgbooss,neliver,com",,3,6.666666666666667,0,0,3,10,6.666666666666667,0
http,aimeleondore.bid,bid,aimeleondore.bid,,,0,114.80.187.101,16,3,16,0,0,1,23,"aimeleondore,bid",,2,7.5,0,0,2,12,7.5,0
http,airsoftland.fr,fr,airsoftland.fr,,,0,149.202.182.248,14,2,14,0,0,1,21,"airsoftland,fr",,2,6.5,0,0,2,11,6.5,0
http,ajoooorkim-sex5.blogspot.co.uk,blogspot.co.uk,ajoooorkim-sex5.blogspot.co.uk,,,0,172.217.167.161,30,14,30,0,0,3,37,"ajoooorkim-sex5,blogspot,co,uk",,4,6.75,0,0,4,15,6.75,0
http,akingu.bit.md-98.webhostbox.net,net,webhostbox.net,,,0,207.174.212.181,31,3,14,0,0,4,38,"akingu,bit,md-98,webhostbox,net",,5,5.4,0,0,5,10,5.4,0
http,al-falah.ir,ir,al-falah.ir,,,0,89.39.208.206,11,2,11,0,0,1,18,"al-falah,ir",,2,5.0,0,0,2,8,5.0,0
http,al-falah.ir,ir,al-falah.ir,,,0,alarm-0j1in9.stream,11,2,11,0,1,1,26,"al-falah,ir",,0,0,0,0,0,0,0,0
http,al-falah.ir,ir,al-falah.ir,,,0,alarm-2o1pqr6.stream,11,2,11,0,1,1,27,"al-falah,ir",,0,0,0,0,0,0,0,0
http,alarm-76kz6.stream,stream,alarm-76kz6.stream,,,0,alarm-2o1pqr6.stream,18,6,18,0,0,1,25,"alarm-76kz6,stream",,2,8.5,0,0,2,11,8.5,0
http,alarm-lj49.stream,stream,alarm-lj49.stream,,,0,alarm-2o1pqr6.stream,17,6,17,0,0,1,24,"alarm-lj49,stream",,2,8.0,0,0,2,10,8.0,0
http,alarm-ri49.stream,stream,alarm-ri49.stream,,,0,alarm-2o1pqr6.stream,17,6,17,0,0,1,24,"alarm-ri49,stream",,2,8.0,0,0,2,10,8.0,0
http,alboradaconil.live,live,alboradaconil.live,,,0,alarm-2o1pqr6.stream,18,4,18,0,0,1,25,"alboradaconil,live",,2,8.5,0,0,2,13,8.5,0
http,alert-09qh9.stream,stream,alert-09qh9.stream,,,0,alarm-2o1pqr6.stream,18,6,18,0,0,1,25,"alert-09qh9,stream",,2,8.5,0,0,2,11,8.5,0
http,alert-1ydfg1.stream,stream,alert-1ydfg1.stream,,,0,198.54.117.197,19,6,19,0,0,1,26,"alert-1ydfg1,stream",,2,9.0,0,0,2,12,9.0,0
http,alert-2stfz8.stream,stream,alert-2stfz8.stream,,,0,198.54.117.197,19,6,19,0,0,1,26,"alert-2stfz8,stream",,2,9.0,0,0,2,12,9.0,0
http,alert-53wb3.stream,stream,alert-53wb3.stream,,,0,198.54.117.197,18,6,18,0,0,1,25,"alert-53wb3,stream",,2,8.5,0,0,2,11,8.5,0
http,alert-98bx8.stream,stream,alert-98bx8.stream,,,0,216.245.201.22,18,6,18,0,0,1,25,"alert-98bx8,stream",,2,8.5,0,0,2,11,8.5,0
http,alert-adp11.stream,stream,alert-adp11.stream,,,0,13.58.3.156,18,6,18,0,0,1,25,"alert-adp11,stream",,2,8.5,0,0,2,11,8.5,0
http,alert-sl11.stream,stream,alert-sl11.stream,,,0,13.58.3.156,17,6,17,0,0,1,24,"alert-sl11,stream",,2,8.0,0,0,2,10,8.0,0
http,alert-sl11.stream,stream,alert-sl11.stream,,,0,alerte-a1380.win,17,6,17,0,1,1,23,"alert-sl11,stream",,0,0,0,0,0,0,0,0
http,alert-sl11.stream,stream,alert-sl11.stream,,,0,alerte-e5223.win,17,6,17,0,1,1,23,"alert-sl11,stream",,0,0,0,0,0,0,0,0
http,alert-sl11.stream,stream,alert-sl11.stream,,,0,alerte-j3932.win,17,6,17,0,1,1,23,"alert-sl11,stream",,0,0,0,0,0,0,0,0
http,alert-sl11.stream,stream,alert-sl11.stream,,,0,alerte-r1107.win,17,6,17,0,1,1,23,"alert-sl11,stream",,0,0,0,0,0,0,0,0
http,alert-sl11.stream,stream,alert-sl11.stream,,,0,alerte-w6542.win,17,6,17,0,1,1,23,"alert-sl11,stream",,0,0,0,0,0,0,0,0
http,alex-karpov.com,com,alex-karpov.com,,,0,alerte-w6542.win,15,3,15,0,0,1,22,"alex-karpov,com",,2,7.0,0,0,2,11,7.0,0
http,alfth.net,net,alfth.net,,,0,103.224.212.222,9,3,9,0,0,1,16,"alfth,net",,2,4.0,0,0,2,5,4.0,0
http,alimentary.us,us,alimentary.us,,,0,38.75.137.163,13,2,13,0,0,1,20,"alimentary,us",,2,6.0,0,0,2,10,6.0,0
http,allanbryan.com,com,allanbryan.com,,,0,184.168.221.50,14,3,14,0,0,1,21,"allanbryan,com",,2,6.5,0,0,2,10,6.5,0
http,allisionov.icu,icu,allisionov.icu,,,0,184.168.221.50,14,3,14,0,0,1,21,"allisionov,icu",,2,6.5,0,0,2,10,6.5,0
http,almabtl.com,com,almabtl.com,,,0,67.222.7.138,11,3,11,0,0,1,18,"almabtl,com",,2,5.0,0,0,2,7,5.0,0
http,alpha.to,to,alpha.to,,,0,209.237.151.15,8,2,8,0,0,1,15,"alpha,to",,2,3.5,0,0,2,5,3.5,0
http,altapisos.com.co,com.co,altapisos.com.co,,,0,198.143.157.135,16,6,16,0,0,2,23,"altapisos,com,co",,3,4.666666666666667,0,0,3,9,4.666666666666667,0
http,alwaysnew.bestadyoucanhavetodatenoweasytouse.date,date,bestadyoucanhavetodatenoweasytouse.date,,,0,212.83.187.185,49,4,39,0,0,2,56,"alwaysnew,bestadyoucanhavetodatenoweasytouse,date",,3,15.666666666666666,0,0,3,34,15.666666666666666,0
http,alyeser.com,com,alyeser.com,,,0,178.162.193.137,11,3,11,0,0,1,18,"alyeser,com",,2,5.0,0,0,2,7,5.0,0
http,amazinglyhot.com,com,amazinglyhot.com,,,0,69.172.201.153,16,3,16,0,0,1,23,"amazinglyhot,com",,2,7.5,0,0,2,12,7.5,0
http,amazinglyhot.com,com,amazinglyhot.com,,,0,amen547.gq,16,3,16,0,1,1,17,"amazinglyhot,com",,0,0,0,0,0,0,0,0
http,aminev.com,com,aminev.com,,,0,91.195.240.126,10,3,10,0,0,1,17,"aminev,com",,2,4.5,0,0,2,6,4.5,0
http,amphibian.foundation,foundation,amphibian.foundation,,,0,216.239.32.21,20,10,20,0,0,1,27,"amphibian,foundation",,2,9.5,0,0,2,10,9.5,0
http,analmatureorgies.net,net,analmatureorgies.net,,,0,184.168.221.39,20,3,20,0,0,1,27,"analmatureorgies,net",,2,9.5,0,0,2,16,9.5,0
http,andiamoluggage.com,com,andiamoluggage.com,,,0,69.164.215.252,18,3,18,0,0,1,25,"andiamoluggage,com",,2,8.5,0,0,2,14,8.5,0
http,andthatthere.tk,tk,andthatthere.tk,,,0,195.20.45.196,15,2,15,0,0,1,22,"andthatthere,tk",,2,7.0,0,0,2,12,7.0,0
http,anglekeys.dynu.com,com,dynu.com,,,0,195.20.45.196,18,3,8,0,0,2,25,"anglekeys,dynu,com",,3,5.333333333333333,0,0,3,9,5.333333333333333,0
http,anjou-sieges.com,com,anjou-sieges.com,,,0,95.141.115.62,16,3,16,0,0,1,23,"anjou-sieges,com",,2,7.5,0,0,2,12,7.5,0
http,anonymous.ipv6.red,red,ipv6.red,,,0,207.126.114.133,18,3,8,0,0,2,25,"anonymous,ipv6,red",,3,5.333333333333333,0,0,3,9,5.333333333333333,0
http,anthonykdesign.com,com,anthonykdesign.com,,,0,179.43.167.26,18,3,18,0,0,1,25,"anthonykdesign,com",,2,8.5,0,0,2,14,8.5,0
http,anton-1.info,info,anton-1.info,,,0,104.18.46.245,12,4,12,0,0,1,19,"anton-1,info",,2,5.5,0,0,2,7,5.5,0
http,aobnqmcnpj.cn,cn,aobnqmcnpj.cn,,,0,157.122.62.194,13,2,13,0,0,1,20,"aobnqmcnpj,cn",,2,6.0,0,0,2,10,6.0,0
http,apcea.com.pk,com.pk,apcea.com.pk,,,0,216.104.47.210,12,6,12,0,0,2,19,"apcea,com,pk",,3,3.3333333333333335,0,0,3,5,3.3333333333333335,0
http,api.hlsoftwareassistant.com,com,hlsoftwareassistant.com,,,0,140.82.54.214,27,3,23,0,0,2,34,"api,hlsoftwareassistant,com",,3,8.333333333333334,0,0,3,19,8.333333333333334,0
http,apj1pv6zan.neliver.com,com,neliver.com,,,0,140.82.54.214,22,3,11,0,0,2,29,"apj1pv6zan,neliver,com",,3,6.666666666666667,0,0,3,10,6.666666666666667,0
http,apj1pv6zan.neliver.com,com,neliver.com,,,0,app-vif5nec23s4z0ldnra.accountant,22,3,11,0,1,1,40,"apj1pv6zan,neliver,com",,0,0,0,0,0,0,0,0
http,appafoodiz.com,com,appafoodiz.com,,,0,app-vif5nec23s4z0ldnra.accountant,14,3,14,0,0,1,21,"appafoodiz,com",,2,6.5,0,0,2,10,6.5,0
http,apple.com-repair-macbook.live,live,com-repair-macbook.live,,,0,app-vif5nec23s4z0ldnra.accountant,29,4,23,0,0,2,36,"apple,com-repair-macbook,live",,3,9.0,0,0,3,18,9.0,0
http,approver.stream,stream,approver.stream,,,0,18.188.180.5,15,6,15,0,0,1,22,"approver,stream",,2,7.0,0,0,2,8,7.0,0
http,aptitude.broadsystemstoupdates.icu,icu,broadsystemstoupdates.icu,,,0,18.188.180.5,34,3,25,0,0,2,41,"aptitude,broadsystemstoupdates,icu",,3,10.666666666666666,0,0,3,21,10.666666666666666,0
http,aquademica.se,se,aquademica.se,,,0,18.184.63.106,13,2,13,0,0,1,20,"aquademica,se",,2,6.0,0,0,2,10,6.0,0
http,arai-waste.com,com,arai-waste.com,,,0,157.7.44.180,14,3,14,0,0,1,21,"arai-waste,com",,2,6.5,0,0,2,10,6.5,0
http,archibaldgames.com,com,archibaldgames.com,,,0,81.95.96.160,18,3,18,0,0,1,25,"archibaldgames,com",,2,8.5,0,0,2,14,8.5,0
http,aresgratis.es,es,aresgratis.es,,,0,37.152.88.54,13,2,13,0,0,1,20,"aresgratis,es",,2,6.0,0,0,2,10,6.0,0
http,arkapub.com,com,arkapub.com,,,0,185.53.177.20,11,3,11,0,0,1,18,"arkapub,com",,2,5.0,0,0,2,7,5.0,0
http,arpuewsszj.neliver.com,com,neliver.com,,,0,185.53.177.20,22,3,11,0,0,2,29,"arpuewsszj,neliver,com",,3,6.666666666666667,0,0,3,10,6.666666666666667,0
http,artebits.com,com,artebits.com,,,0,162.241.2.20,12,3,12,0,0,1,19,"artebits,com",,2,5.5,0,0,2,8,5.5,0
http,artpowerlist.com,com,artpowerlist.com,,,0,5.100.255.249,16,3,16,0,0,1,23,"artpowerlist,com",,2,7.5,0,0,2,12,7.5,0
http,asathlon.it,it,asathlon.it,,,0,172.120.215.221,11,2,11,0,0,1,18,"asathlon,it",,2,5.0,0,0,2,8,5.0,0
http,ashtaar.ml,ml,ashtaar.ml,,,0,195.20.50.12,10,2,10,0,0,1,17,"ashtaar,ml",,2,4.5,0,0,2,7,4.5,0
http,asianxhubmps.ddns.name,name,ddns.name,,,0,94.199.53.203,22,4,9,0,0,2,29,"asianxhubmps,ddns,name",,3,6.666666666666667,0,0,3,12,6.666666666666667,0
http,ask24update.broadsystems4updating.icu,icu,broadsystems4updating.icu,,,0,94.199.53.203,37,3,25,0,0,2,44,"ask24update,broadsystems4updating,icu",,3,11.666666666666666,0,0,3,21,11.666666666666666,0
http,ask24update.broadsystems4updating.icu,icu,broadsystems4updating.icu,,,0,asloafat158.site,37,3,25,0,1,1,23,"ask24update,broadsystems4updating,icu",,0,0,0,0,0,0,0,0
http,assistedlivingresident.net,net,assistedlivingresident.net,,,0,192.254.234.149,26,3,26,0,0,1,33,"assistedlivingresident,net",,2,12.5,0,0,2,22,12.5,0
http,astucesmachinesasous.fr,fr,astucesmachinesasous.fr,,,0,91.195.240.126,23,2,23,0,0,1,30,"astucesmachinesasous,fr",,2,11.0,0,0,2,20,11.0,0
http,atelier-fuer-grafik.de,de,atelier-fuer-grafik.de,,,0,81.169.145.94,22,2,22,0,0,1,29,"atelier-fuer-grafik,de",,2,10.5,0,0,2,19,10.5,0
http,atleticafit.ru,ru,atleticafit.ru,,,0,90.156.201.103,14,2,14,0,0,1,21,"atleticafit,ru",,2,6.5,0,0,2,11,6.5,0
http,attenzionepostale.com,com,attenzionepostale.com,,,0,90.156.201.103,21,3,21,0,0,1,28,"attenzionepostale,com",,2,10.0,0,0,2,17,10.0,0
http,auefiei6xh.neliver.com,com,neliver.com,,,0,90.156.201.103,22,3,11,0,0,2,29,"auefiei6xh,neliver,com",,3,6.666666666666667,0,0,3,10,6.666666666666667,0
http,auspices.stream,stream,auspices.stream,,,0,159.65.45.150,15,6,15,0,0,1,22,"auspices,stream",,2,7.0,0,0,2,8,7.0,0
http,autobritt.apptitude.ch,ch,apptitude.ch,,,0,83.166.142.165,22,2,12,0,0,2,29,"autobritt,apptitude,ch",,3,6.666666666666667,0,0,3,9,6.666666666666667,0
http,autorepairinriorancho.com,com,autorepairinriorancho.com,,,0,91.218.127.180,25,3,25,0,0,1,32,"autorepairinriorancho,com",,2,12.0,0,0,2,21,12.0,0
http,avalanchediver.com,com,avalanchediver.com,,,0,96.76.252.100,18,3,18,0,0,1,25,"avalanchediver,com",,2,8.5,0,0,2,14,8.5,0
http,avionworld.com,com,avionworld.com,,,0,108.167.146.27,14,3,14,0,0,1,21,"avionworld,com",,2,6.5,0,0,2,10,6.5,0
http,avtoprava-molodejka.ru,ru,avtoprava-molodejka.ru,,,0,108.167.146.27,22,2,22,0,0,1,29,"avtoprava-molodejka,ru",,2,10.5,0,0,2,19,10.5,0
http,awrcaverybrstuktdybstr.com,com,awrcaverybrstuktdybstr.com,,,0,89.185.44.100,26,3,26,0,0,1,33,"awrcaverybrstuktdybstr,com",,2,12.5,0,0,2,22,12.5,0
http,ay6amk3tzi.neliver.com,com,neliver.com,,,0,89.185.44.100,22,3,11,0,0,2,29,"ay6amk3tzi,neliver,com",,3,6.666666666666667,0,0,3,10,6.666666666666667,0
http,az-partners.net,net,az-partners.net,,,0,185.22.183.74,15,3,15,0,0,1,22,"az-partners,net",,2,7.0,0,0,2,11,7.0,0
http,aztechnologies.co.uk,co.uk,aztechnologies.co.uk,,,0,192.124.249.18,20,5,20,0,0,2,27,"aztechnologies,co,uk",,3,6.0,0,0,3,14,6.0,0
http,b2.searchssissi.xyz,xyz,searchssissi.xyz,,,0,192.124.249.18,19,3,16,0,0,2,26,"b2,searchssissi,xyz",,3,5.666666666666667,0,0,3,12,5.666666666666667,0
http,b2.searchssissi.xyz,xyz,searchssissi.xyz,,,0,b792509244d4.com,19,3,16,0,1,1,23,"b2,searchssissi,xyz",,0,0,0,0,0,0,0,0
http,babilon.by,by,babilon.by,,,0,93.125.99.123,10,2,10,0,0,1,17,"babilon,by",,2,4.5,0,0,2,7,4.5,0
http,backyardjinternetwu.win,win,backyardjinternetwu.win,,,0,93.125.99.123,23,3,23,0,0,1,30,"backyardjinternetwu,win",,2,11.0,0,0,2,19,11.0,0
http,bahrianbasedinvestmentcompany.com,com,bahrianbasedinvestmentcompany.com,,,0,93.125.99.123,33,3,33,0,0,1,40,"bahrianbasedinvestmentcompany,com",,2,16.0,0,0,2,29,16.0,0
http,balispadallas.com,com,balispadallas.com,,,0,192.254.234.18,17,3,17,0,0,1,24,"balispadallas,com",,2,8.0,0,0,2,13,8.0,0
http,bancofotografias.blogspot.com,blogspot.com,bancofotografias.blogspot.com,,,0,172.217.167.161,29,12,29,0,0,2,36,"bancofotografias,blogspot,com",,3,9.0,0,0,3,16,9.0,0
